CIDs
CIDm00011005
CIDm00031115
CIDm00107841
CIDs05287550
CIDs00052099
CIDs00445555
CIDs09956222
CIDs06604100
CIDm00001620
CIDs00021501
CIDm16129869
CIDs06604931
CIDm05353357
CIDm00008295
CIDs16130295
CIDm00001922
CIDm00013526
CIDm11641416
CIDs00092133
CIDm00442136
CIDs56977810
CIDs00006348
CIDm00130936
CIDs00179651
CIDs54167661
CIDm00065581
CIDm11955716
CIDm25210476
CIDs00060198
CIDs05353800
CIDs53903450
CIDm00006307
CIDs01893668
CIDm04149241
CIDs00123871
CIDm00054840
CIDs00010340
CIDs00010607
CIDm00096312
CIDm00072430
CIDm00092114
CIDm71748056
CIDm00012446
CIDs10220841
CIDs00107722
CIDs00019001
CIDm00119218
CIDm00003077
CIDm09886808
CIDs00163742
CIDm02856906
CIDm00115158
CIDm00080348
CIDm00004312
CIDs00448014
CIDs00073364
CIDs00067821
CIDm00135052
CIDm00003238
CIDs00003655
CIDs00010547
CIDs00223368
CIDm00003158
CIDm00003182
CIDm00014915
CIDs05311102
CIDs00003277
CIDm11606262
CIDs06400916
CIDm00265237
CIDm56603775
CIDs24812758
CIDs00065872
CIDs00001604
CIDm00151144
CIDm09873345
CIDm00005530
CIDs00012813
CIDs00062959
CIDs90788298
CIDs00001727
CIDs11492186
CIDs00000138
CIDm71268957
CIDm00148121
CIDs00000285
CIDm00551091
CIDm06323183
CIDm00148177
CIDs00160963
CIDs05282309
CIDs03032451
CIDm09815538
CIDs03491292
CIDm00003449
CIDm00448014
CIDm00043103
CIDm00003038
CIDm00096876
CIDs00016124
CIDm00013006
CIDs00037768
CIDs00159797
CIDm03086506
CIDm00099472
CIDm00004385
CIDs11640390
CIDs00443678
CIDm00004051
CIDs00000863
CIDs24821094
CIDs00000309
CIDm00005152
CIDs09823820
CIDm07023019
CIDm00165138
CIDm00003976
CIDm00444451
CIDs00000237
CIDs00004410
CIDs00165196
CIDm00068238
CIDs00107707
CIDs05484402
CIDs05311345
CIDm03000715
CIDm00101109
CIDs05281006
CIDs00445248
CIDm05330286
CIDs00447791
CIDs00000190
CIDm09956119
CIDm00041744
CIDs00004528
CIDs00004170
CIDm00004410
CIDm00004121
CIDm05362436
CIDm90723819
CIDs05311100
CIDm10359290
CIDs00034632
CIDs00003284
CIDm00002786
CIDm00065071
CIDs22796907
CIDs21252245
CIDm00000790
CIDs05281302
CIDs05287465
CIDs10171240
CIDs00080348
CIDm00123977
CIDm00188766
CIDm00012486
CIDm00145857
CIDm00324690
CIDs05353685
CIDm12000662
CIDm00065825
CIDs00445420
CIDm00068736
CIDm00011294
CIDs00002327
CIDm00000686
CIDs00001884
CIDs00002273
CIDm00000401
CIDs00017271
CIDm00071406
CIDm03083444
CIDm00005413
CIDm16725999
CIDs10138259
CIDs00390526
CIDm09913350
CIDs00293602
CIDs00134018
CIDs00002351
CIDs00160142
CIDs00011926
CIDm00064644
CIDs15953793
CIDs00011005
CIDm00006097
CIDs22811264
CIDm05464105
CIDm09549300
CIDm00070223
CIDs00005533
CIDs00003290
CIDm11615193
CIDs06918313
CIDm00095168
CIDm04631609
CIDs00002314
CIDs00004033
CIDm11996605
CIDm09799888
CIDs00004778
CIDm23643835
CIDs05912039
CIDm09875205
CIDs03074013
CIDm00008722
CIDm11667893
CIDm00005531
CIDm00001392
CIDm00011502
CIDm00725961
CIDs11641416
CIDs00002125
CIDm00131938
CIDm00005453
CIDm00055667
CIDs00445505
CIDm00010631
CIDm00002441
CIDm00168725
CIDm00008449
CIDm00535161
CIDs00029231
CIDm00450268
CIDm16757549
CIDm53953243
CIDm00000572
CIDs00002898
CIDm00005405
CIDm00086074
CIDm00160019
CIDs05289150
CIDm57989740
CIDs00060606
CIDs05462508
CIDs21549934
CIDs00022318
CIDs00225710
CIDm00015460
CIDs14178745
CIDs23724535
CIDs00003950
CIDm00017732
CIDs00007027
CIDs00047641
CIDm00025750
CIDm03055172
CIDm00553132
CIDm00001830
CIDs00000847
CIDs25244995
CIDs11393719
CIDs00008420
CIDs00047964
CIDm09868037
CIDs00010243
CIDm11494412
CIDs56654642
CIDm10322542
CIDm00004913
CIDm00065872
CIDs24178108
CIDs02733514
CIDs03084091
CIDm05281680
CIDm00006484
CIDm00007291
CIDs05287855
CIDs00009723
CIDs00216237
CIDm00015192
CIDs00000227
CIDs00132542
CIDs00037825
CIDm05353940
CIDm00003334
CIDm00011349
CIDs00123868
CIDs05360696
CIDs00065034
CIDs05497045
CIDm00448968
CIDs00098112
CIDm00001583
CIDs24795070
CIDm00477579
CIDs00003414
CIDm00010326
CIDs00002170
CIDm00121891
CIDs05289019
CIDs24779772
CIDs05462501
CIDs05311426
CIDm04396344
CIDs00073255
CIDs00047811
CIDs00004366
CIDs06435415
CIDs00004178
CIDm09838389
CIDs05708351
CIDm11949652
CIDm00004790
CIDs05281692
CIDm00003040
CIDm00126283
CIDm15602694
CIDm00003825
CIDm09818231
CIDm09886134
CIDm00000285
CIDs00107778
CIDm00083786
CIDm00001281
CIDm00005665
CIDs01504717
CIDs00148177
CIDm09887754
CIDm00449159
CIDm10461815
CIDs00001183
CIDs06918788
CIDm00036736
CIDm00010141
CIDs00072124
CIDs00001922
CIDm00162019
CIDs11167602
CIDs23643835
CIDm05289215
CIDs06420138
CIDm00004768
CIDm00002471
CIDs00011476
CIDs05288324
CIDs16162108
CIDm00003371
CIDm00005725
CIDs00006366
CIDs05330790
CIDs00002881
CIDs00005483
CIDs00196829
CIDm00023964
CIDm00447532
CIDm56603781
CIDs05460037
CIDs00065947
CIDs05311218
CIDm03013190
CIDs05353853
CIDs00656730
CIDm00446223
CIDm00005360
CIDm00068995
CIDs00004543
CIDs00119182
CIDm00001546
CIDs00073960
CIDm00156422
CIDs00043815
CIDm00002881
CIDs00011486
CIDs00115198
CIDm00001894
CIDs00000049
CIDs00004515
CIDm24776445
CIDm00216467
CIDs11285653
CIDs03035817
CIDm09794218
CIDs06918412
CIDm42601552
CIDm00190816
CIDm00161749
CIDm00196402
CIDs00001701
CIDm00099479
CIDm00127676
CIDm00061486
CIDs06442177
CIDm09839519
CIDm00006476
CIDm00005320
CIDm05281617
CIDm00018794
CIDm00123868
CIDs45358122
CIDm09796590
CIDm00119405
CIDm00004823
CIDs00010101
CIDs00265237
CIDs00003749
CIDs09549305
CIDs07145033
CIDm09947841
CIDm04248455
CIDm00125922
CIDm00073011
CIDm00073259
CIDs03036505
CIDm09861304
CIDs00024268
CIDs00159383
CIDs00003134
CIDs70697655
CIDs18631913
CIDs00000890
CIDm00449005
CIDm00004971
CIDm00981053
CIDs00011230
CIDm00073271
CIDm00072022
CIDm00002532
CIDm00002273
CIDm00119070
CIDs00003194
CIDs46173599
CIDs00168725
CIDs00177859
CIDm05232175
CIDm00001373
CIDm00070386
CIDs03009355
CIDm00003571
CIDs00002857
CIDs00447523
CIDm00002338
CIDm16742063
CIDs00001216
CIDm00104895
CIDm00071112
CIDm03086060
CIDm00024621
CIDs00010569
CIDs00447454
CIDm00122128
CIDm11640390
CIDm00196996
CIDs00152917
CIDm00031216
CIDs00060790
CIDm18442052
CIDm00003862
CIDs00003795
CIDs00000979
CIDm00108079
CIDs00055480
CIDs05941539
CIDm49820500
CIDm24963251
CIDs00001338
CIDm00074975
CIDm01504717
CIDs00177238
CIDm00000398
CIDs00006175
CIDs57989740
CIDs05287488
CIDs00007870
CIDs00002399
CIDs00041958
CIDs09797919
CIDs09796590
CIDm10420128
CIDm00131041
CIDs00004549
CIDs05291488
CIDs00441305
CIDm00060652
CIDs11557063
CIDm17751819
CIDs03034818
CIDm00148201
CIDm00069610
CIDs00003229
CIDs00001176
CIDm16659841
CIDs00010255
CIDs04369101
CIDm06433119
CIDs00005992
CIDs00194365
CIDs00005482
CIDs00124361
CIDm00447607
CIDm11545682
CIDm11963948
CIDm00025473
CIDm00002062
CIDm00448247
CIDs00520508
CIDs00005582
CIDs00001816
CIDs00001232
CIDm00073255
CIDm00005820
CIDs44295736
CIDs25169033
CIDs00005625
CIDs00013195
CIDm00133040
CIDs10600152
CIDs00187079
CIDs00008747
CIDm00107982
CIDm86279604
CIDs00216210
CIDm00060662
CIDm25150849
CIDm00007500
CIDm09549296
CIDm00107706
CIDm11524144
CIDs00050942
CIDm05287969
CIDm00012699
CIDs00066628
CIDs00161272
CIDs00007866
CIDs06437850
CIDm00000986
CIDs00001611
CIDm00005717
CIDm09543540
CIDs00162558
CIDs00065569
CIDm00177865
CIDm00060842
CIDm00019665
CIDs00073553
CIDs24889392
CIDs00162771
CIDs00122127
CIDs00072022
CIDs25126797
CIDm00003431
